"Code","Ebene","Titel","Parent"
"33.20.0",5,"Installation von Maschinen und Ausrüstungen a. n. g.","33.20"
"D",1,"Energieversorgung",
35,2,"Energieversorgung","D"
"35.1",3,"Elektrizitätsversorgung",35
"35.11",4,"Elektrizitätserzeugung","35.1"
"35.11.1",5,"Elektrizitätserzeugung ohne Verteilung","35.11"
"35.11.2",5,"Elektrizitätserzeugung mit Fremdbezug zur Verteilung","35.11"
"35.11.3",5,"Elektrizitätserzeugung ohne Fremdbezug zur Verteilung","35.11"
"35.12",4,"Elektrizitätsübertragung","35.1"
"35.12.0",5,"Elektrizitätsübertragung","35.12"
"35.13",4,"Elektrizitätsverteilung","35.1"
"35.13.0",5,"Elektrizitätsverteilung","35.13"
"35.14",4,"Elektrizitätshandel","35.1"
"35.14.0",5,"Elektrizitätshandel","35.14"
"35.2",3,"Gasversorgung",35
"35.21",4,"Gaserzeugung","35.2"
"35.21.1",5,"Gaserzeugung ohne Verteilung","35.21"
"35.21.2",5,"Gaserzeugung mit Fremdbezug zur Verteilung","35.21"
"35.21.3",5,"Gaserzeugung ohne Fremdbezug zur Verteilung","35.21"
"35.22",4,"Gasverteilung durch Rohrleitungen","35.2"
"35.22.0",5,"Gasverteilung durch Rohrleitungen","35.22"
"35.23",4,"Gashandel durch Rohrleitungen","35.2"
"35.23.0",5,"Gashandel durch Rohrleitungen","35.23"
"35.3",3,"Wärme- und Kälteversorgung",35
"35.30",4,"Wärme- und Kälteversorgung","35.3"
"35.30.0",5,"Wärme- und Kälteversorgung","35.30"
"E",1,"Wasserversorgung; Abwasser- und Abfallentsorgung und Beseitigung von Umweltverschmutzungen",
36,2,"Wasserversorgung","E"
"36.0",3,"Wasserversorgung",36
"36.00",4,"Wasserversorgung","36.0"
"36.00.1",5,"Wassergewinnung mit Fremdbezug zur Verteilung","36.00"
"36.00.2",5,"Wassergewinnung ohne Fremdbezug zur Verteilung","36.00"
"36.00.3",5,"Wasserverteilung ohne Gewinnung","36.00"
37,2,"Abwasserentsorgung","E"
"37.0",3,"Abwasserentsorgung",37
"37.00",4,"Abwasserentsorgung","37.0"
"37.00.1",5,"Betrieb der Sammelkanalisation","37.00"
"37.00.2",5,"Betrieb von Kläranlagen","37.00"
38,2,"Sammlung, Behandlung und Beseitigung von Abfällen; Rückgewinnung","E"
"38.1",3,"Sammlung von Abfällen",38
"38.11",4,"Sammlung nicht gefährlicher Abfälle","38.1"
"38.11.0",5,"Sammlung nicht gefährlicher Abfälle","38.11"
"38.12",4,"Sammlung gefährlicher Abfälle","38.1"
"38.12.0",5,"Sammlung gefährlicher Abfälle","38.12"
"38.2",3,"Abfallbehandlung und -beseitigung",38
"38.21",4,"Behandlung und Beseitigung nicht gefährlicher Abfälle","38.2"
"38.21.0",5,"Behandlung und Beseitigung nicht gefährlicher Abfälle","38.21"
"38.22",4,"Behandlung und Beseitigung gefährlicher Abfälle","38.2"
"38.22.0",5,"Behandlung und Beseitigung gefährlicher Abfälle","38.22"
"38.3",3,"Rückgewinnung",38
"38.31",4,"Zerlegen von Schiffs- und Fahrzeugwracks und anderen Altwaren","38.3"
"38.31.0",5,"Zerlegen von Schiffs- und Fahrzeugwracks und anderen Altwaren","38.31"
"38.32",4,"Rückgewinnung sortierter Werkstoffe","38.3"
"38.32.0",5,"Rückgewinnung sortierter Werkstoffe","38.32"
39,2,"Beseitigung von Umweltverschmutzungen und sonstige Entsorgung","E"
"39.0",3,"Beseitigung von Umweltverschmutzungen und sonstige Entsorgung",39
"39.00",4,"Beseitigung von Umweltverschmutzungen und sonstige Entsorgung","39.0"
"39.00.0",5,"Beseitigung von Umweltverschmutzungen und sonstige Entsorgung","39.00"
"F",1,"Baugewerbe",
41,2,"Hochbau","F"
"41.1",3,"Erschließung von Grundstücken; Bauträger",41
"41.10",4,"Erschließung von Grundstücken; Bauträger","41.1"
"41.10.1",5,"Erschließung von unbebauten Grundstücken","41.10"
"41.10.2",5,"Bauträger für Nichtwohngebäude","41.10"
"41.10.3",5,"Bauträger für Wohngebäude","41.10"
"41.2",3,"Bau von Gebäuden",41
"41.20",4,"Bau von Gebäuden","41.2"
"41.20.1",5,"Bau von Gebäuden (ohne Fertigteilbau)","41.20"
"41.20.2",5,"Errichtung von Fertigteilbauten","41.20"
42,2,"Tiefbau","F"
"42.1",3,"Bau von Straßen und Bahnverkehrsstrecken",42
"42.11",4,"Bau von Straßen","42.1"
"42.11.0",5,"Bau von Straßen","42.11"
"42.12",4,"Bau von Bahnverkehrsstrecken","42.1"
"42.12.0",5,"Bau von Bahnverkehrsstrecken","42.12"
"42.13",4,"Brücken- und Tunnelbau","42.1"
"42.13.0",5,"Brücken- und Tunnelbau","42.13"
"42.2",3,"Leitungstiefbau und Kläranlagenbau",42
"42.21",4,"Rohrleitungstiefbau, Brunnenbau und Kläranlagenbau","42.2"
"42.21.0",5,"Rohrleitungstiefbau, Brunnenbau und Kläranlagenbau","42.21"
"42.22",4,"Kabelnetzleitungstiefbau","42.2"
"42.22.0",5,"Kabelnetzleitungstiefbau","42.22"
"42.9",3,"Sonstiger Tiefbau",42
"42.91",4,"Wasserbau","42.9"
"42.91.0",5,"Wasserbau","42.91"
"42.99",4,"Sonstiger Tiefbau a. n. g.","42.9"
"42.99.0",5,"Sonstiger Tiefbau a. n. g.","42.99"
43,2,"Vorbereitende Baustellenarbeiten, Bauinstallation und sonstiges Ausbaugewerbe","F"
"43.1",3,"Abbrucharbeiten und vorbereitende Baustellenarbeiten",43
"43.11",4,"Abbrucharbeiten","43.1"
"43.11.0",5,"Abbrucharbeiten","43.11"
"43.12",4,"Vorbereitende Baustellenarbeiten","43.1"
"43.12.0",5,"Vorbereitende Baustellenarbeiten","43.12"
"43.13",4,"Test- und Suchbohrung","43.1"
"43.13.0",5,"Test- und Suchbohrung","43.13"
"43.2",3,"Bauinstallation",43
"43.21",4,"Elektroinstallation","43.2"
"43.21.0",5,"Elektroinstallation","43.21"
"43.22",4,"Gas-, Wasser-, Heizungs- sowie Lüftungs- und Klimainstallation","43.2"
"43.22.0",5,"Gas-, Wasser-, Heizungs- sowie Lüftungs- und Klimainstallation","43.22"
"43.29",4,"Sonstige Bauinstallation","43.2"
"43.29.1",5,"Dämmung gegen Kälte, Wärme, Schall und Erschütterung","43.29"
"43.29.9",5,"Sonstige Bauinstallation a. n. g.","43.29"
"43.3",3,"Sonstiger Ausbau",43
"43.31",4,"Anbringen von Stuckaturen, Gipserei und Verputzerei","43.3"
"43.31.0",5,"Anbringen von Stuckaturen, Gipserei und Verputzerei","43.31"
"43.32",4,"Bautischlerei und -schlosserei","43.3"
"43.32.0",5,"Bautischlerei und -schlosserei","43.32"
"43.33",4,"Fußboden-, Fliesen- und Plattenlegerei, Tapeziererei","43.3"
"43.33.0",5,"Fußboden-, Fliesen- und Plattenlegerei, Tapeziererei","43.33"
"43.34",4,"Malerei und Glaserei","43.3"
"43.34.1",5,"Maler- und Lackierergewerbe","43.34"
"43.34.2",5,"Glasergewerbe","43.34"
"43.39",4,"Sonstiger Ausbau a. n. g.","43.3"
"43.39.0",5,"Sonstiger Ausbau a. n. g.","43.39"
"43.9",3,"Sonstige spezialisierte Bautätigkeiten",43
"43.91",4,"Dachdeckerei und Zimmerei","43.9"
"43.91.1",5,"Dachdeckerei und Bauspenglerei","43.91"
"43.91.2",5,"Zimmerei und Ingenieurholzbau","43.91"
"43.99",4,"Sonstige spezialisierte Bautätigkeiten a. n. g.","43.9"
"43.99.1",5,"Gerüstbau","43.99"
"43.99.2",5,"Schornstein-, Feuerungs- und Industrieofenbau","43.99"
"43.99.9",5,"Baugewerbe a. n. g.","43.99"
"G",1,"Handel; Instandhaltung und Reparatur von Kraftfahrzeugen",
45,2,"Handel mit Kraftfahrzeugen; Instandhaltung und Reparatur von Kraftfahrzeugen","G"
"45.1",3,"Handel mit Kraftwagen",45
"45.11",4,"Handel mit Kraftwagen mit einem Gesamtgewicht von 3,5 t oder weniger","45.1"
"45.11.0",5,"Handel mit Kraftwagen mit einem Gesamtgewicht von 3,5 t oder weniger","45.11"
"45.19",4,"Handel mit Kraftwagen mit einem Gesamtgewicht von mehr als 3,5 t","45.1"
"45.19.0",5,"Handel mit Kraftwagen mit einem Gesamtgewicht von mehr als 3,5 t","45.19"
"45.2",3,"Instandhaltung und Reparatur von Kraftwagen",45
"45.20",4,"Instandhaltung und Reparatur von Kraftwagen","45.2"
"45.20.1",5,"Lackieren von Kraftwagen","45.20"
"45.20.2",5,"Autowaschanlagen","45.20"
"45.20.3",5,"Instandhaltung und Reparatur von Kraftwagen mit einem Gesamtgewicht von 3,5 t oder weniger (ohne Lackierung und Autowäsche)","45.20"
"45.20.4",5,"Instandhaltung und Reparatur von Kraftwagen mit einem Gesamtgewicht von mehr als 3,5 t (ohne Lackierung und Autowäsche)","45.20"
"45.3",3,"Handel mit Kraftwagenteilen und -zubehör",45
"45.31",4,"Großhandel mit Kraftwagenteilen und -zubehör","45.3"
"45.31.0",5,"Großhandel mit Kraftwagenteilen und -zubehör","45.31"
"45.32",4,"Einzelhandel mit Kraftwagenteilen und -zubehör","45.3"
"45.32.0",5,"Einzelhandel mit Kraftwagenteilen und -zubehör","45.32"
"45.4",3,"Handel mit Krafträdern, Kraftradteilen und -zubehör; Instandhaltung und Reparatur von Krafträdern",45
"45.40",4,"Handel mit Krafträdern, Kraftradteilen und -zubehör; Instandhaltung und Reparatur von Krafträdern","45.4"
"45.40.0",5,"Handel mit Krafträdern, Kraftradteilen und -zubehör; Instandhaltung und Reparatur von Krafträdern","45.40"
46,2,"Großhandel (ohne Handel mit Kraftfahrzeugen)","G"
"46.1",3,"Handelsvermittlung",46
"46.11",4,"Handelsvermittlung von landwirtschaftlichen Grundstoffen, lebenden Tieren, textilen Rohstoffen und Halbwaren","46.1"
"46.11.0",5,"Handelsvermittlung von landwirtschaftlichen Grundstoffen, lebenden Tieren, textilen Rohstoffen und Halbwaren","46.11"
"46.12",4,"Handelsvermittlung von Brennstoffen, Erzen, Metallen und technischen Chemikalien","46.1"
"46.12.0",5,"Handelsvermittlung von Brennstoffen, Erzen, Metallen und technischen Chemikalien","46.12"
"46.13",4,"Handelsvermittlung von Holz, Baustoffen und Anstrichmitteln","46.1"
"46.13.1",5,"Handelsvermittlung von Rohholz, Holzhalbwaren und Bauelementen aus Holz","46.13"
"46.13.2",5,"Handelsvermittlung von Baustoffen und Anstrichmitteln","46.13"
"46.14",4,"Handelsvermittlung von Maschinen, technischem Bedarf, Wasser- und Luftfahrzeugen","46.1"
"46.14.1",5,"Handelsvermittlung von Maschinen (ohne landwirtschaftliche Maschinen und Büromaschinen) und technischem Bedarf a. n. g.","46.14"
"46.14.2",5,"Handelsvermittlung von Wasser- und Luftfahrzeugen","46.14"
"46.14.3",5,"Handelsvermittlung von Geräten der Unterhaltungselektronik","46.14"
"46.14.4",5,"Handelsvermittlung von Werkzeugen","46.14"
"46.14.5",5,"Handelsvermittlung von Büromaschinen, Datenverarbeitungsgeräten, peripheren Geräten und Software","46.14"
"46.14.6",5,"Handelsvermittlung von landwirtschaftlichen Maschinen und Geräten","46.14"
"46.14.7",5,"Handelsvermittlung von Installationsbedarf für Gas, Wasser, Heizung und Klimatechnik","46.14"
"46.14.9",5,"Handelsvermittlung von elektrotechnischen und elektronischen Erzeugnissen a. n. g.","46.14"
"46.15",4,"Handelsvermittlung von Möbeln, Einrichtungs- und Haushaltsgegenständen, Eisen- und Metallwaren","46.1"
"46.15.1",5,"Handelsvermittlung von Möbeln, Einrichtungsgegenständen und Antiquitäten","46.15"
"46.15.2",5,"Handelsvermittlung von keramischen Erzeugnissen, Glaswaren, Holzwaren a. n. g., sowie Flecht- und Korbwaren","46.15"
"46.15.3",5,"Handelsvermittlung von elektrischen Haushaltsgeräten","46.15"
"46.15.4",5,"Handelsvermittlung von Eisen-, Metall- und Kunststoffwaren a. n. g.","46.15"
"46.15.5",5,"Handelsvermittlung von Putz- und Reinigungsmitteln","46.15"
"46.16",4,"Handelsvermittlung von Textilien, Bekleidung, Schuhen und Lederwaren","46.1"
"46.16.1",5,"Handelsvermittlung von Meterware für Bekleidung und Wäsche","46.16"
"46.16.2",5,"Handelsvermittlung von Heim- und Haustextilien und Bodenbelägen","46.16"
"46.16.3",5,"Handelsvermittlung von Bekleidung","46.16"
"46.16.4",5,"Handelsvermittlung von Bekleidungszubehör","46.16"
"46.16.5",5,"Handelsvermittlung von Schuhen, Lederwaren und Reisegepäck","46.16"
"46.17",4,"Handelsvermittlung von Nahrungsmitteln, Getränken und Tabakwaren","46.1"
"46.17.1",5,"Handelsvermittlung von Zucker und Süßwaren","46.17"
"46.17.2",5,"Handelsvermittlung von Wein, Sekt und Spirituosen","46.17"
"46.17.9",5,"Handelsvermittlung von sonstigen Nahrungsmitteln, Getränken und Tabakwaren","46.17"
"46.18",4,"Handelsvermittlung von sonstigen Waren","46.1"
"46.18.1",5,"Handelsvermittlung von feinmechanischen, Foto- und optischen Erzeugnissen","46.18"
"46.18.2",5,"Handelsvermittlung von Uhren, Edelmetallwaren und Schmuck","46.18"
"46.18.3",5,"Handelsvermittlung von Spielwaren und Musikinstrumenten","46.18"
"46.18.4",5,"Handelsvermittlung von pharmazeutischen Erzeugnissen, medizinischen und orthopädischen Artikeln und Laborbedarf, Ärztebedarf, Dentalbedarf, zahnärztlichen Instrumenten, Krankenhaus- und Altenpflegebedarf","46.18"
"46.18.5",5,"Handelsvermittlung von kosmetischen Erzeugnissen und Körperpflegemitteln","46.18"
"46.18.6",5,"Handelsvermittlung von Karton, Papier und Pappe, Schreibwaren, Bürobedarf, Geschenk- und Werbeartikeln, Verpackungsmitteln und Tapeten","46.18"
"46.18.7",5,"Handelsvermittlung von Büchern, Zeitschriften, Zeitungen, Musikalien und sonstigen Druckerzeugnissen","46.18"
"46.18.9",5,"Handelsvermittlung von sonstigen Waren a. n. g.","46.18"
"46.19",4,"Handelsvermittlung von Waren ohne ausgeprägten Schwerpunkt","46.1"
"46.19.0",5,"Handelsvermittlung von Waren ohne ausgeprägten Schwerpunkt","46.19"
"46.2",3,"Großhandel mit landwirtschaftlichen Grundstoffen und lebenden Tieren",46
"46.21",4,"Großhandel mit Getreide, Rohtabak, Saatgut und Futtermitteln","46.2"
"46.21.0",5,"Großhandel mit Getreide, Rohtabak, Saatgut und Futtermitteln","46.21"
"46.22",4,"Großhandel mit Blumen und Pflanzen","46.2"
"46.22.0",5,"Großhandel mit Blumen und Pflanzen","46.22"
"46.23",4,"Großhandel mit lebenden Tieren","46.2"
"46.23.0",5,"Großhandel mit lebenden Tieren","46.23"
"46.24",4,"Großhandel mit Häuten, Fellen und Leder","46.2"
"46.24.0",5,"Großhandel mit Häuten, Fellen und Leder","46.24"
"46.3",3,"Großhandel mit Nahrungs- und Genussmitteln, Getränken und Tabakwaren",46
"46.31",4,"Großhandel mit Obst, Gemüse und Kartoffeln","46.3"
"46.31.0",5,"Großhandel mit Obst, Gemüse und Kartoffeln","46.31"
"46.32",4,"Großhandel mit Fleisch und Fleischwaren","46.3"
"46.32.0",5,"Großhandel mit Fleisch und Fleischwaren","46.32"
"46.33",4,"Großhandel mit Milch, Milcherzeugnissen, Eiern, Speiseölen und Nahrungsfetten","46.3"
"46.33.0",5,"Großhandel mit Milch, Milcherzeugnissen, Eiern, Speiseölen und Nahrungsfetten","46.33"
"46.34",4,"Großhandel mit Getränken","46.3"
"46.34.0",5,"Großhandel mit Getränken","46.34"
"46.35",4,"Großhandel mit Tabakwaren","46.3"
"46.35.0",5,"Großhandel mit Tabakwaren","46.35"
"46.36",4,"Großhandel mit Zucker, Süßwaren und Backwaren","46.3"
"46.36.0",5,"Großhandel mit Zucker, Süßwaren und Backwaren","46.36"
"46.37",4,"Großhandel mit Kaffee, Tee, Kakao und Gewürzen","46.3"
"46.37.0",5,"Großhandel mit Kaffee, Tee, Kakao und Gewürzen","46.37"
"46.38",4,"Großhandel mit sonstigen Nahrungs- und Genussmitteln","46.3"
"46.38.1",5,"Großhandel mit Fisch und Fischerzeugnissen","46.38"
"46.38.2",5,"Großhandel mit Mehl und Getreideprodukten","46.38"
"46.38.9",5,"Großhandel mit Nahrungs- und Genussmitteln a. n. g.","46.38"
"46.39",4,"Großhandel mit Nahrungs- und Genussmitteln, Getränken und Tabakwaren, ohne ausgeprägten Schwerpunkt","46.3"
"46.39.1",5,"Großhandel mit tiefgefrorenen Nahrungsmitteln, ohne ausgeprägten Schwerpunkt","46.39"
"46.39.9",5,"Großhandel mit sonstigen Nahrungs- und Genussmitteln, Getränken und Tabakwaren, ohne ausgeprägten Schwerpunkt","46.39"
"46.4",3,"Großhandel mit Gebrauchs- und Verbrauchsgütern",46
"46.41",4,"Großhandel mit Textilien","46.4"
"46.41.0",5,"Großhandel mit Textilien","46.41"
"46.42",4,"Großhandel mit Bekleidung und Schuhen","46.4"
"46.42.1",5,"Großhandel mit Bekleidung","46.42"
"46.42.2",5,"Großhandel mit Schuhen","46.42"
"46.43",4,"Großhandel mit Foto- und optischen Erzeugnissen, elektrischen Haushaltsgeräten und Geräten der Unterhaltungselektronik","46.4"
"46.43.1",5,"Großhandel mit Foto- und optischen Erzeugnissen","46.43"
"46.43.2",5,"Großhandel mit elektrischen Haushaltsgeräten","46.43"
"46.43.3",5,"Großhandel mit Geräten der Unterhaltungselektronik","46.43"
"46.44",4,"Großhandel mit keramischen Erzeugnissen, Glaswaren und Reinigungsmitteln","46.4"
"46.44.1",5,"Großhandel mit keramischen Erzeugnissen und Glaswaren","46.44"
"46.44.2",5,"Großhandel mit Wasch-, Putz- und Reinigungsmitteln","46.44"
"46.45",4,"Großhandel mit kosmetischen Erzeugnissen und Körperpflegemitteln","46.4"
"46.45.0",5,"Großhandel mit kosmetischen Erzeugnissen und Körperpflegemitteln","46.45"
"46.46",4,"Großhandel mit pharmazeutischen, medizinischen und orthopädischen Erzeugnissen","46.4"
"46.46.1",5,"Großhandel mit pharmazeutischen Erzeugnissen","46.46"
"46.46.2",5,"Großhandel mit medizinischen und orthopädischen Artikeln, Dental- und Laborbedarf","46.46"
"46.47",4,"Großhandel mit Möbeln, Teppichen, Lampen und Leuchten","46.4"
"46.47.0",5,"Großhandel mit Möbeln, Teppichen, Lampen und Leuchten","46.47"
"46.48",4,"Großhandel mit Uhren und Schmuck","46.4"
"46.48.0",5,"Großhandel mit Uhren und Schmuck","46.48"
"46.49",4,"Großhandel mit sonstigen Gebrauchs- und Verbrauchsgütern","46.4"
"46.49.1",5,"Großhandel mit Spielwaren und Musikinstrumenten","46.49"
"46.49.2",5,"Großhandel mit Fahrrädern, Fahrradteilen und -zubehör, Sport- und Campingartikeln (ohne Campingmöbel)","46.49"
"46.49.3",5,"Großhandel mit Lederwaren, Reisegepäck, Geschenk- und Werbeartikeln","46.49"
"46.49.4",5,"Großhandel mit Karton, Papier, Pappe, Schreibwaren, Bürobedarf, Büchern, Zeitschriften und Zeitungen","46.49"
"46.49.5",5,"Großhandel mit nicht elektrischen Haushaltsgeräten, Haushaltswaren aus Metall sowie sonstigen Gebrauchs- und Verbrauchsgütern a. n. g.","46.49"
"46.5",3,"Großhandel mit Geräten der Informations- und Kommunikationstechnik",46
"46.51",4,"Großhandel mit Datenverarbeitungsgeräten, peripheren Geräten und Software","46.5"
"46.51.0",5,"Großhandel mit Datenverarbeitungsgeräten, peripheren Geräten und Software","46.51"
"46.52",4,"Großhandel mit elektronischen Bauteilen und Telekommunikationsgeräten","46.5"
"46.52.0",5,"Großhandel mit elektronischen Bauteilen und Telekommunikationsgeräten","46.52"
"46.6",3,"Großhandel mit sonstigen Maschinen, Ausrüstungen und Zubehör",46
"46.61",4,"Großhandel mit landwirtschaftlichen Maschinen und Geräten","46.6"
"46.61.0",5,"Großhandel mit landwirtschaftlichen Maschinen und Geräten","46.61"
"46.62",4,"Großhandel mit Werkzeugmaschinen","46.6"
"46.62.0",5,"Großhandel mit Werkzeugmaschinen","46.62"
"46.63",4,"Großhandel mit Bergwerks-, Bau- und Baustoffmaschinen","46.6"
"46.63.0",5,"Großhandel mit Bergwerks-, Bau- und Baustoffmaschinen","46.63"
"46.64",4,"Großhandel mit Textil-, Näh- und Strickmaschinen","46.6"
"46.64.0",5,"Großhandel mit Textil-, Näh- und Strickmaschinen","46.64"
"46.65",4,"Großhandel mit Büromöbeln","46.6"
"46.65.0",5,"Großhandel mit Büromöbeln","46.65"
"46.66",4,"Großhandel mit sonstigen Büromaschinen und -einrichtungen","46.6"
"46.66.0",5,"Großhandel mit sonstigen Büromaschinen und -einrichtungen","46.66"
"46.69",4,"Großhandel mit sonstigen Maschinen und Ausrüstungen","46.6"
"46.69.1",5,"Großhandel mit Flurförderzeugen und Fahrzeugen a. n. g.","46.69"
"46.69.2",5,"Großhandel mit sonstigen Maschinen","46.69"
"46.69.3",5,"Großhandel mit sonstigen Ausrüstungen und Zubehör für Maschinen sowie mit technischem Bedarf","46.69"
"46.7",3,"Sonstiger Großhandel",46
"46.71",4,"Großhandel mit festen Brennstoffen und Mineralölerzeugnissen","46.7"
"46.71.1",5,"Großhandel mit festen Brennstoffen","46.71"
"46.71.2",5,"Großhandel mit Mineralölerzeugnissen","46.71"
"46.72",4,"Großhandel mit Erzen, Metallen und Metallhalbzeug","46.7"
"46.72.1",5,"Großhandel mit Eisenerzen, Eisen, Stahl, Eisen- und Stahlhalbzeug","46.72"
"46.72.2",5,"Großhandel mit NE-Erzen, NE-Metallen und NE-Metallhalbzeug","46.72"
"46.73",4,"Großhandel mit Holz, Baustoffen, Anstrichmitteln und Sanitärkeramik","46.7"
"46.73.1",5,"Großhandel mit Holz, Baustoffen, Anstrichmitteln und Sanitärkeramik, ohne ausgeprägten Schwerpunkt","46.73"
"46.73.2",5,"Großhandel mit Roh- und Schnittholz","46.73"
"46.73.3",5,"Großhandel mit sonstigen Holzhalbwaren sowie Bauelementen aus Holz","46.73"
"46.73.4",5,"Großhandel mit Baustoffen und Bauelementen aus mineralischen Stoffen","46.73"
"46.73.5",5,"Großhandel mit Flachglas","46.73"
"46.73.6",5,"Großhandel mit Anstrichmitteln","46.73"
"46.73.7",5,"Großhandel mit Sanitärkeramik","46.73"
"46.73.8",5,"Großhandel mit Tapeten und Bodenbelägen (ohne Teppiche)","46.73"
"46.74",4,"Großhandel mit Metall- und Kunststoffwaren für Bauzwecke sowie Installationsbedarf für Gas, Wasser und Heizung","46.7"
"46.74.1",5,"Großhandel mit Werkzeugen und Kleineisenwaren","46.74"
"46.74.2",5,"Großhandel mit Installationsbedarf für Gas, Wasser und Heizung","46.74"
"46.74.3",5,"Großhandel mit Metall- und Kunststoffwaren für Bauzwecke","46.74"
"46.75",4,"Großhandel mit chemischen Erzeugnissen","46.7"
"46.75.0",5,"Großhandel mit chemischen Erzeugnissen","46.75"
"46.76",4,"Großhandel mit sonstigen Halbwaren","46.7"
"46.76.0",5,"Großhandel mit sonstigen Halbwaren","46.76"
"46.77",4,"Großhandel mit Altmaterialien und Reststoffen","46.7"
"46.77.0",5,"Großhandel mit Altmaterialien und Reststoffen","46.77"
"46.9",3,"Großhandel ohne ausgeprägten Schwerpunkt",46
"46.90",4,"Großhandel ohne ausgeprägten Schwerpunkt","46.9"
"46.90.1",5,"Großhandel mit Rohstoffen, Halb- und Fertigwaren, ohne ausgeprägten Schwerpunkt","46.90"
"46.90.2",5,"Großhandel mit Rohstoffen und Halbwaren, ohne ausgeprägten Schwerpunkt","46.90"
"46.90.3",5,"Großhandel mit Fertigwaren, ohne ausgeprägten Schwerpunkt","46.90"
47,2,"Einzelhandel (ohne Handel mit Kraftfahrzeugen)","G"
"47.1",3,"Einzelhandel mit Waren verschiedener Art (in Verkaufsräumen)",47
"47.11",4,"Einzelhandel mit Waren verschiedener Art, Hauptrichtung Nahrungs- und Genussmittel, Getränke und Tabakwaren","47.1"
"47.11.1",5,"Einzelhandel mit Nahrungs- und Genussmitteln, Getränken und Tabakwaren, ohne ausgeprägten Schwerpunkt","47.11"
"47.11.2",5,"Sonstiger Einzelhandel mit Waren verschiedener Art, Hauptrichtung Nahrungs- und Genussmittel, Getränke und Tabakwaren","47.11"
"47.19",4,"Sonstiger Einzelhandel mit Waren verschiedener Art","47.1"
"47.19.1",5,"Einzelhandel mit Waren verschiedener Art (ohne Nahrungsmittel)","47.19"
"47.19.2",5,"Einzelhandel mit Waren verschiedener Art, Hauptrichtung Nicht-Nahrungsmittel","47.19"
"47.2",3,"Einzelhandel mit Nahrungs- und Genussmitteln, Getränken und Tabakwaren (in Verkaufsräumen)",47
"47.21",4,"Einzelhandel mit Obst, Gemüse und Kartoffeln","47.2"
"47.21.0",5,"Einzelhandel mit Obst, Gemüse und Kartoffeln","47.21"
"47.22",4,"Einzelhandel mit Fleisch und Fleischwaren","47.2"
"47.22.0",5,"Einzelhandel mit Fleisch und Fleischwaren","47.22"
"47.23",4,"Einzelhandel mit Fisch, Meeresfrüchten und Fischerzeugnissen","47.2"
"47.23.0",5,"Einzelhandel mit Fisch, Meeresfrüchten und Fischerzeugnissen","47.23"
"47.24",4,"Einzelhandel mit Back- und Süßwaren","47.2"
"47.24.0",5,"Einzelhandel mit Back- und Süßwaren","47.24"
"47.25",4,"Einzelhandel mit Getränken","47.2"
"47.25.0",5,"Einzelhandel mit Getränken","47.25"
"47.26",4,"Einzelhandel mit Tabakwaren","47.2"
"47.26.0",5,"Einzelhandel mit Tabakwaren","47.26"
"47.29",4,"Sonstiger Einzelhandel mit Nahrungs- und Genussmitteln","47.2"
"47.29.0",5,"Sonstiger Einzelhandel mit Nahrungs- und Genussmitteln","47.29"
"47.3",3,"Einzelhandel mit Motorenkraftstoffen (Tankstellen)",47
"47.30",4,"Einzelhandel mit Motorenkraftstoffen (Tankstellen)","47.3"
"47.30.1",5,"Einzelhandel in fremdem Namen mit Motorenkraftstoffen (Agenturtankstellen)","47.30"
"47.30.2",5,"Einzelhandel in eigenem Namen mit Motorenkraftstoffen (Freie Tankstellen)","47.30"
"47.4",3,"Einzelhandel mit Geräten der Informations- und Kommunikationstechnik (in Verkaufsräumen)",47
"47.41",4,"Einzelhandel mit Datenverarbeitungsgeräten, peripheren Geräten und Software","47.4"
"47.41.0",5,"Einzelhandel mit Datenverarbeitungsgeräten, peripheren Geräten und Software","47.41"
"47.42",4,"Einzelhandel mit Telekommunikationsgeräten","47.4"
"47.42.0",5,"Einzelhandel mit Telekommunikationsgeräten","47.42"
"47.43",4,"Einzelhandel mit Geräten der Unterhaltungselektronik","47.4"
"47.43.0",5,"Einzelhandel mit Geräten der Unterhaltungselektronik","47.43"
"47.5",3,"Einzelhandel mit sonstigen Haushaltsgeräten, Textilien, Heimwerker- und Einrichtungsbedarf (in Verkaufsräumen)",47
"47.51",4,"Einzelhandel mit Textilien","47.5"
"47.51.0",5,"Einzelhandel mit Textilien","47.51"
"47.52",4,"Einzelhandel mit Metallwaren, Anstrichmitteln, Bau- und Heimwerkerbedarf","47.5"
"47.52.1",5,"Einzelhandel mit Metall- und Kunststoffwaren a. n. g.","47.52"
"47.52.3",5,"Einzelhandel mit Anstrichmitteln, Bau- und Heimwerkerbedarf","47.52"
"47.53",4,"Einzelhandel mit Vorhängen, Teppichen, Fußbodenbelägen und Tapeten","47.5"
"47.53.0",5,"Einzelhandel mit Vorhängen, Teppichen, Fußbodenbelägen und Tapeten","47.53"
"47.54",4,"Einzelhandel mit elektrischen Haushaltsgeräten","47.5"
"47.54.0",5,"Einzelhandel mit elektrischen Haushaltsgeräten","47.54"
"47.59",4,"Einzelhandel mit Möbeln, Einrichtungsgegenständen und sonstigem Hausrat","47.5"
"47.59.1",5,"Einzelhandel mit Wohnmöbeln","47.59"
"47.59.2",5,"Einzelhandel mit keramischen Erzeugnissen und Glaswaren","47.59"
